region,division,department,team,employee_id,role,salary_usd,bonus_usd,performance_score,tasks_completed
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_5,E002333,Analyst,62412.71,7513.74,3.89,53
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_5,E002334,Engineer,71974.11,6811.27,3.89,83
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_5,E002335,Analyst,58692.0,8247.54,4.31,97
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_5,E002336,Lead,92923.07,9608.94,3.61,65
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_5,E002337,Lead,93211.49,10413.55,3.89,60
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_5,E002338,Engineer,70893.21,8505.66,4.69,94
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_5,E002339,Analyst,55327.37,7212.94,2.62,93
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_5,E002340,Engineer,71633.6,7552.25,3.52,93
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002341,Engineer,32899.82,11639.94,3.21,99
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002342,Engineer,28265.26,12769.45,3.31,90
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002343,Engineer,27168.92,12004.89,2.44,63
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002344,Associate,22778.65,9093.72,2.87,51
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002345,Associate,25960.87,9987.51,2.28,58
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002346,Engineer,31476.52,11811.44,2.53,66
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002347,Lead,40740.51,15405.98,2.41,54
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002348,Manager,41478.85,12766.86,2.65,82
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002349,Associate,23897.2,8113.99,3.09,54
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002350,Engineer,33015.54,13082.44,2.52,91
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002351,Analyst,27486.17,10730.78,3.0,53
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002352,Engineer,37560.94,12711.04,2.65,66
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002353,Engineer,35099.86,11011.2,3.8,90
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002354,Associate,26486.77,9239.48,2.16,56
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002355,Analyst,23636.7,10345.47,3.41,71
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002356,Analyst,28775.54,10413.59,1.86,71
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002357,Analyst,23453.16,11399.47,2.48,36
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002358,Analyst,23602.68,10386.86,1.94,64
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002359,Analyst,27450.91,10333.69,2.84,65
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_6,E002360,Engineer,30101.62,12419.86,3.4,31
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002361,Engineer,54590.23,3322.67,2.93,31
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002362,Engineer,63983.72,2627.54,3.61,58
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002363,Associate,44928.44,2838.4,3.97,0
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002364,Associate,51654.87,3171.4,4.66,70
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002365,Associate,53218.94,1780.42,3.88,56
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002366,Engineer,56143.02,2947.0,3.62,61
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002367,Lead,75848.55,4501.85,3.61,62
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002368,Manager,71454.27,4498.54,4.39,21
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002369,Analyst,52493.94,3097.84,4.25,46
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002370,Manager,70644.98,4630.72,2.72,10
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002371,Analyst,55430.0,2649.01,4.5,12
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002372,Manager,69025.27,3143.97,3.01,44
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002373,Analyst,51667.44,2239.07,3.24,66
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002374,Associate,46665.19,2526.76,3.87,49
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002375,Engineer,55577.9,2965.44,3.1,21
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002376,Lead,77424.99,3070.83,3.9,47
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002377,Manager,69294.48,3057.55,3.9,66
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002378,Analyst,48115.01,2870.31,4.32,52
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002379,Engineer,56836.26,4368.76,3.3,35
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_7,E002380,Analyst,51121.94,2541.35,4.09,61
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002381,Analyst,80669.6,8159.46,3.65,72
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002382,Engineer,94722.93,11091.08,4.07,67
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002383,Lead,119312.26,12458.17,5.0,48
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002384,Manager,107365.97,13796.98,3.3,66
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002385,Engineer,91274.9,9175.82,3.99,68
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002386,Analyst,82596.27,9422.85,5.0,69
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002387,Analyst,80135.29,9129.35,4.46,30
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002388,Engineer,92942.08,10244.62,4.28,55
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002389,Analyst,78368.26,9406.17,4.9,96
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002390,Associate,72214.69,7426.85,3.16,95
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002391,Manager,104279.19,11189.34,3.17,58
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002392,Lead,113109.26,12607.58,3.53,60
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002393,Engineer,88659.09,11017.49,3.43,59
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002394,Lead,111168.43,13662.19,3.49,43
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002395,Lead,119293.04,12576.77,4.25,53
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002396,Analyst,85269.45,8466.26,4.55,73
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002397,Manager,104404.94,11207.49,4.49,84
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002398,Associate,74083.17,6078.7,3.73,61
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002399,Engineer,93806.92,9902.22,3.63,59
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_3,Region_1_Div_3_Dept_3_Team_8,E002400,Engineer,92877.85,9599.44,4.15,48
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002401,Manager,52019.93,6985.25,4.26,104
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002402,Manager,46460.21,7169.18,3.65,110
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002403,Analyst,32700.19,6210.49,4.22,107
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002404,Analyst,31258.41,6006.43,3.91,119
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002405,Manager,50071.71,7733.81,2.93,115
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002406,Engineer,44027.41,7103.58,3.88,119
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002407,Engineer,43031.7,6977.38,3.64,106
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002408,Associate,32306.56,4560.11,4.29,118
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002409,Associate,33475.64,5296.54,3.83,129
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002410,Associate,29958.61,4546.6,3.24,113
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002411,Associate,32659.52,5598.83,4.03,106
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002412,Engineer,40504.56,7722.66,3.33,116
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002413,Analyst,31860.47,6317.81,3.75,98
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002414,Engineer,39909.0,5968.73,3.05,101
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002415,Lead,55623.43,9789.95,3.83,89
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002416,Analyst,35175.31,5405.94,3.86,87
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002417,Manager,51493.37,7047.24,4.47,99
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002418,Analyst,41376.39,5975.18,4.42,85
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002419,Analyst,38091.48,5983.72,3.88,61
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_1,E002420,Lead,54155.61,9443.19,4.96,127
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002421,Engineer,59752.79,5785.9,2.88,123
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002422,Associate,50995.13,5013.88,3.54,105
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002423,Associate,48716.17,3649.93,3.75,95
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002424,Engineer,64399.24,5016.34,3.79,91
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002425,Engineer,64975.98,6465.82,3.86,132
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002426,Manager,71208.13,5750.1,3.64,126
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002427,Engineer,65733.14,7211.94,3.48,129
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002428,Analyst,52637.83,5844.51,3.84,97
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002429,Analyst,54920.44,4481.07,3.1,107
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002430,Analyst,52265.28,3903.58,3.24,141
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002431,Lead,80876.26,7548.38,3.68,129
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002432,Engineer,63993.09,6716.33,2.97,112
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002433,Lead,84438.17,6773.4,3.96,126
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002434,Lead,78276.06,8183.01,4.17,127
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002435,Analyst,50385.47,5306.8,2.68,128
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002436,Engineer,57032.18,5354.88,3.18,109
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002437,Associate,52667.57,4645.33,2.45,134
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002438,Engineer,59258.02,6455.96,2.93,106
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002439,Analyst,51025.97,4348.38,3.1,112
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_2,E002440,Lead,82202.11,7528.28,3.69,114
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002441,Analyst,66965.82,5260.68,3.8,67
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002442,Engineer,80477.09,6539.2,3.88,79
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002443,Engineer,76745.61,5915.44,4.84,88
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002444,Associate,61882.11,5361.82,4.8,96
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002445,Manager,92074.0,7208.87,4.15,93
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002446,Analyst,66932.76,5129.79,4.62,91
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002447,Engineer,75358.07,6490.44,4.36,47
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002448,Manager,95194.12,6449.96,4.52,97
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002449,Engineer,76728.66,3642.87,3.92,65
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002450,Analyst,71091.56,6445.67,4.64,74
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002451,Associate,58594.59,4783.33,4.3,66
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002452,Engineer,77682.85,6427.53,2.95,91
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002453,Analyst,72800.76,5451.3,4.32,78
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002454,Lead,103218.05,8123.12,5.0,71
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002455,Associate,63225.68,4127.15,4.74,78
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002456,Analyst,72002.7,4990.88,4.97,77
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002457,Manager,94816.38,4786.93,4.39,72
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002458,Analyst,68591.9,4747.1,4.85,107
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002459,Engineer,75478.32,5685.51,4.31,77
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_3,E002460,Manager,96524.74,6014.19,4.65,99
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002461,Associate,33656.74,12463.57,3.05,67
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002462,Manager,49729.08,17504.7,4.12,69
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002463,Manager,49346.27,16534.12,4.25,54
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002464,Manager,53775.53,16277.81,2.92,34
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002465,Associate,37497.83,10781.17,3.68,54
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002466,Engineer,41924.39,15590.84,3.7,48
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002467,Lead,54336.06,19976.93,3.83,41
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002468,Analyst,39550.19,12824.29,3.38,69
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002469,Manager,51195.89,17266.94,3.96,53
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002470,Engineer,45813.36,15067.98,3.89,23
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002471,Analyst,39057.05,13322.13,4.37,41
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002472,Lead,58284.29,19989.3,4.37,46
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002473,Engineer,44888.12,14911.87,3.46,53
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002474,Analyst,38158.66,11847.73,4.49,48
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002475,Engineer,50017.26,15747.24,4.23,69
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002476,Engineer,42350.18,14818.33,5.0,52
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002477,Analyst,39278.2,12000.83,4.03,67
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002478,Engineer,46280.97,13445.52,3.84,58
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002479,Manager,57581.44,18494.81,4.28,45
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_4,E002480,Engineer,41777.52,14296.9,5.0,27
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002481,Manager,69965.46,6137.77,2.91,116
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002482,Engineer,57437.44,6346.06,2.45,123
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002483,Engineer,60240.18,4904.07,4.09,150
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002484,Manager,66247.12,7054.06,5.0,107
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002485,Analyst,46802.75,5493.98,2.9,123
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002486,Engineer,53555.09,6285.95,4.41,114
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002487,Engineer,54672.02,5289.55,3.24,106
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002488,Manager,69993.98,6166.74,3.64,124
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002489,Engineer,60893.61,5483.23,3.88,85
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002490,Engineer,57980.68,6654.35,4.22,118
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002491,Manager,67060.05,6940.66,2.76,118
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002492,Analyst,45510.47,5461.12,4.03,97
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002493,Associate,40302.71,5787.34,4.12,118
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002494,Manager,63358.59,7160.01,2.68,111
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002495,Manager,63665.96,5658.46,3.61,110
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002496,Engineer,58488.8,6641.5,3.61,125
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002497,Engineer,54474.45,6084.26,3.74,119
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002498,Analyst,48493.17,5701.66,3.22,112
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002499,Associate,42586.24,4902.65,3.49,110
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_5,E002500,Analyst,47915.91,4939.64,3.35,124
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_6,E002501,Engineer,25186.45,10130.6,3.33,97
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_6,E002502,Manager,31965.77,12695.15,3.41,84
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_6,E002503,Manager,29815.56,13891.15,3.36,103
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_6,E002504,Associate,13782.75,7907.23,2.51,88
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_6,E002505,Engineer,27650.32,12673.78,3.54,77
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_6,E002506,Manager,32716.67,14821.15,4.49,110
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_6,E002507,Associate,20510.46,7919.42,3.68,114
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_6,E002508,Manager,36553.78,13017.32,4.18,98
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_6,E002509,Associate,26437.51,9160.59,3.01,93
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_6,E002510,Manager,31861.91,13638.15,2.64,109
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_6,E002511,Associate,23512.43,8262.24,2.17,63
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_6,E002512,Manager,32927.68,13968.03,3.84,86
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_6,E002513,Analyst,28939.62,10802.27,3.58,102
Region_1,Region_1_Div_3,Region_1_Div_3_Dept_4,Region_1_Div_3_Dept_4_Team_6,E002514,Analyst,25804.36,10162.03,2.77,107
